,ItemName,Brand,BrandModel,Processor_Brand,Processor_Des,Processor_Gen,RAM,Storage,OS,ScreenSize_cm,Price,Discount,Star_Rating,Reviews,Ratings
0,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,41990.0,34,4.4,41,389
1,Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i3,10th Gen,8 GB,256 GB SSD,Windows 11 Operating System,39.62 cm,36990.0,36,4.4,252,2305
2,DELL Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,DELL ,DELL Core,Intel,Core i3,10th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,39990.0,27,4.4,18,130
3,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop,HP ,HP Ryzen,AMD,Ryzen 3,,8 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,35990.0,21,4.3,255,2363
4,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2627TU Thin and Light Laptop,HP ,HP Core,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,41690.0,19,4.3,2,16
5,ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and L...,ASUS ,ASUS VivoBook,Intel,Core i3,10th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,37990.0,25,4.3,153,1301
6,HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq4021TU Thin and Light Laptop,HP ,HP Core,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,53990.0,23,4.3,36,258
7,Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,Infinix ,Infinix INBook,Intel,Core i3,10th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,32990.0,34,4.3,388,1795
8,Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,Lenovo ,Lenovo Core,Intel,Core i3,10th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,38990.0,37,4.5,3,46
9,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2629TU Thin and Light Laptop,HP ,HP Core,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,42990.0,16,4.4,44,491
10,DELL Vostro Ryzen 3 Dual Core R3-3250U - (8 GB/1 TB HDD/Windows 11 Home) Vostro 3405 Thin and Light La�,DELL ,DELL Vostro,AMD,Ryzen 3,,8 GB,1 TB HDD,64 bit Windows 11 Operating System,35.56 cm,33990.0,32,4.2,15,110
11,Lenovo IdeaPad 3 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and Light ...,Lenovo ,Lenovo IdeaPad,Intel,,4th Gen,4 GB,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,28990.0,28,4.1,24,326
12,Lenovo IdeaPad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15IML05 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i5,10th Gen,8 GB,512 GB SSD,Windows 10 Operating System,39.62 cm,47990.0,25,4.1,15,154
13,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,Lenovo ,Lenovo IdeaPad,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,48490.0,29,4.3,35,295
14,DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X9K0T Thin and Light Laptop,DELL ,DELL Vostro,Intel,Core i3,10th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,39990.0,27,4.4,18,130
15,acer Aspire 3 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,acer ,acer Aspire,AMD,Ryzen 3,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,35990.0,20,4.3,10,54
16,ASUS VivoBook 14 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) X415KA-EK111WS Thin and Light Lapt...,ASUS ,ASUS VivoBook,Intel,,,4 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,28990.0,25,4.0,7,70
17,Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15IML05 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i3,10th Gen,8 GB,1 TB HDD,64 bit Windows 10 Operating System,39.62 cm,34990.0,38,4.0,257,2362
18,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop,HP ,HP Core,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,41490.0,16,4.3,79,870
19,Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,Infinix ,Infinix INBook,Intel,Core i3,10th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,32990.0,34,4.3,388,1795
20,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s- dy2506TU Thin and Light Laptop,HP ,HP Core,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,38990.0,20,4.3,52,454
21,HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 165...,HP ,HP Pavilion,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,59990.0,14,4.5,570,5166
22,ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-GQ1020T Laptop,ASUS ,ASUS Pentium,Intel,,,4 GB,1 TB HDD,64 bit Windows 10 Operating System,39.62 cm,25990.0,21,3.7,667,4822
23,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,HP ,HP Ryzen,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,48440.0,15,4.4,35,273
24,Lenovo IdeaPad Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i5,10th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,48490.0,39,0.0,0,0
25,Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15 ITL 05 Thin and Light ...,Lenovo ,Lenovo Ideapad,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,62490.0,38,4.4,100,901
26,DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook,DELL ,DELL Inspiron,AMD,,,8 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,30999.0,32,0.0,0,0
27,realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,realme ,realme Book,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,40990.0,25,4.4,1061,6653
28,DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10) Inspiron 3511 Thin and Light Laptop,DELL ,DELL Inspiron,Intel,Core i3,10th Gen,8 GB,1 TB HDD,64 bit Windows 10 Operating System,39.62 cm,36990.0,33,4.0,2,30
29,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-dq2606tu Thin and Light Laptop,HP ,HP Core,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,42990.0,18,4.8,2,12
30,Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,Infinix ,Infinix INBook,Intel,Core i3,10th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,32990.0,34,4.3,388,1795
31,ASUS VivoBook 15 (2022) Core i3 10th Gen - (4 GB/512 GB SSD/Windows 11 Home) X515JA-EJ372WS Thin and L...,ASUS ,ASUS VivoBook,Intel,Core i3,10th Gen,4 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,34990.0,30,4.4,18,185
32,acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 165�,acer ,acer Aspire,,NaN,10th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,52990.0,41,4.4,1252,11522
33,realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,realme ,realme Book,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,41990.0,23,4.4,1061,6653
34,ASUS Vivobook 14 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X415FA-BV311T Laptop,ASUS ,ASUS Vivobook,Intel,Core i3,10th Gen,8 GB,1 TB HDD,64 bit Windows 10 Operating System,35.81 cm,32839.0,30,4.0,6,56
35,ASUS Vivobook 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB342WS Notebook,ASUS ,ASUS Vivobook,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,35990.0,30,4.5,7,70
36,MSI Modern 14 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home/AMD Radeon/60 Hz) Modern 14 B...,MSI ,MSI Modern,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,45990.0,25,4.6,97,605
37,HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light Laptop,HP ,HP Core,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,52925.0,24,4.2,24,285
38,ASUS VivoBook 14 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB572WS T...,ASUS ,ASUS VivoBook,Intel,Core i5,11th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,49990.0,31,4.1,5,53
39,HP 15-ec1105AX Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,HP ,HP 15-ec1105AX,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,54990.0,21,4.5,139,1082
40,HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv1001TU Thin and Light Laptop,HP ,HP Pavilion,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,65990.0,15,4.5,7,145
41,ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop,ASUS ,ASUS Core,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,37990.0,28,4.4,45,342
42,ASUS VivoBook 15 (2021) Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ332WS T...,ASUS ,ASUS VivoBook,Intel,Core i3,11th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,39990.0,27,0.0,0,0
43,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,HP ,HP Ryzen,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,47990.0,21,4.3,8,102
44,ASUS Ryzen 3 Dual Core 3250U 3rd Gen - (8 GB/256 GB SSD/Windows 10 Home) M515DA-BQ322TS Thin and Light...,ASUS ,ASUS Ryzen,AMD,Ryzen 3,3rd Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,35990.0,23,4.3,395,3023
45,MSI Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Modern 14 B10MW-658IN Thin and Light Laptop,MSI ,MSI Core,Intel,Core i3,10th Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,34990.0,35,4.5,17,87
46,ASUS VivoBook Ultra 14 (2021) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X413EA-EB323WS Thin...,ASUS ,ASUS VivoBook,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,42990.0,24,4.4,309,2099
47,MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-637IN Thin and Lig...,MSI ,MSI Modern,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,49990.0,26,4.3,17,152
48,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,DELL ,DELL Inspiron,AMD,Ryzen 3,,8 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,36990.0,25,4.1,7,63
49,HP Pavilion x360 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0186TU 2 in 1 Laptop,HP ,HP Pavilion,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,52990.0,23,4.5,3,48
50,DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light Laptop,DELL ,DELL Vostro,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,38.0 cm,39990.0,7,4.1,45,405
51,HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop,HP ,HP Pavilion,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,49990.0,21,4.6,0,27
52,acer Extensa 15 Pentium Quad Core - (4 GB/1 TB HDD/Windows 11 Home) EX215-31 Laptop,acer ,acer Extensa,Intel,,,4 GB,1 TB HDD,64 bit Windows 11 Operating System,39.62 cm,28499.0,26,0.0,0,0
53,MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,MSI ,MSI GF65,Intel,Core i7,10th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,84990.0,31,4.4,75,578
54,HP Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3032tu Thin and Light Laptop,HP ,HP Celeron,Intel,,,8 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,31999.0,13,3.9,0,17
55,realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,realme ,realme Book(Slim),Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,52990.0,24,4.4,527,3650
56,ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L712WS Thi...,ASUS ,ASUS VivoBook,AMD,Ryzen 7,,16 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,61990.0,28,4.5,1,17
57,Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,59990.0,38,4.1,8,68
58,ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X413EA-EB322WS Thin...,ASUS ,ASUS VivoBook,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,42490.0,25,4.4,309,2099
59,MSI GF63 Thin Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,MSI ,MSI GF63,Intel,Core i5,10th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,64990.0,22,4.5,239,1749
60,ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) KM5...,ASUS ,ASUS VivoBook,AMD,Ryzen 5,,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,54990.0,30,4.6,8,48
61,acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,acer ,acer Aspire,,NaN,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,54990.0,38,4.5,429,3318
62,ASUS VivoBook K15 OLED Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L513WS Thi...,ASUS ,ASUS VivoBook,AMD,Ryzen 5,,16 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,56990.0,29,4.7,7,47
63,APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,APPLE ,APPLE MacBook,AppleM1,,,16 GB,256 GB SSD,Mac OS Operating System,33.78 cm,99990.0,11,4.7,8,77
64,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,40990.0,36,3.3,0,3
65,DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,DELL ,DELL Vostro,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,54990.0,36,4.1,17,199
66,ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC511WS 2 in 1 Lapt...,ASUS ,ASUS VivoBook,Intel,Core i5,11th Gen,8 GB,512 GB SSD,Windows 11 Operating System,35.56 cm,63990.0,22,4.6,2,16
67,acer Aspire 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop,acer ,acer Aspire,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,37499.0,29,4.1,1,9
68,ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X413EA-EB321WS Thin...,ASUS ,ASUS VivoBook,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,42990.0,24,4.4,309,2099
69,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,APPLE ,APPLE 2020,AppleM1,,,8 GB,256 GB SSD,Mac OS Operating System,33.78 cm,84990.0,8,4.7,644,6942
70,ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X515EA-EJ502TS T...,ASUS ,ASUS VivoBook,Intel,Core i5,11th Gen,8 GB,1 TB HDD256 GB SSD,Windows 10 Operating System,39.62 cm,51990.0,26,4.3,136,1303
71,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,Lenovo ,Lenovo Ideapad,AMD,Ryzen 5,,8 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,56990.0,33,4.5,118,866
72,HP Ryzen 3 Dual Core - (8 GB/1 TB HDD/Windows 11 Home) 255 G8 Laptop,HP ,HP Ryzen,AMD,Ryzen 3,,8 GB,1 TB HDD,Windows 11 Operating System,39.62 cm,37990.0,3,0.0,0,0
73,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,Lenovo ,Lenovo Ideapad,AMD,Ryzen 5,,8 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,56990.0,33,4.5,118,866
74,ASUS VivoBook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thi...,ASUS ,ASUS VivoBook,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,58990.0,27,4.5,3,21
75,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,ASUS ,ASUS VivoBook,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,45990.0,22,4.5,160,878
76,RedmiBook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Thin and Light Laptop,RedmiBook ,RedmiBook 15,Intel,Core i3,11th Gen,8 GB,512 GB SSD,Windows 10 Operating System,39.62 cm,39999.0,28,4.3,154,1143
77,acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) A514-54 Thin and Light Laptop,acer ,acer Aspire,Intel,Core i5,11th Gen,8 GB,1 TB HDD,64 bit Windows 10 Operating System,35.56 cm,43990.0,22,3.8,30,268
78,DELL Vostro Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,DELL ,DELL Vostro,Intel,Core i3,10th Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,38990.0,9,4.3,174,1300
79,HP Pavilion Gaming Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/...,HP ,HP Pavilion,AMD,Ryzen 7,,16 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,73990.0,20,4.5,122,1143
80,ASUS VivoBook K15 OLED (2021) Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L51...,ASUS ,ASUS VivoBook,AMD,Ryzen 5,,16 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,56990.0,29,4.7,7,47
81,DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,DELL ,DELL Inspiron,Intel,Core i3,10th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,44690.0,25,4.3,1,16
82,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,43990.0,35,0.0,0,0
83,acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop,acer ,acer Aspire,AMD,,,4 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,27999.0,20,3.3,1,3
84,Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14 ITL 6 Thin and L...,Lenovo ,Lenovo Ideapad,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,52990.0,28,4.2,31,353
85,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin ...,ASUS ,ASUS VivoBook,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,48990.0,22,4.5,39,233
86,MSI Katana GF66 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,MSI ,MSI Katana,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,74990.0,29,4.5,22,96
87,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-fq2626TU Thin and Light Laptop,HP ,HP Core,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,40990.0,19,0.0,0,0
88,ASUS VivoBook 15 (2022) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS Thin and L...,ASUS ,ASUS VivoBook,Intel,Core i5,10th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,47990.0,23,4.0,5,59
89,APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A,APPLE ,APPLE 2020,AppleM1,,,8 GB,512 GB SSD,Mac OS Operating System,33.78 cm,106990.0,9,4.7,94,870
90,ASUS TUF Gaming F15 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA G...,ASUS ,ASUS TUF,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,89990.0,30,4.7,23,155
91,DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,DELL ,DELL Vostro,Intel,Core i3,10th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,39990.0,27,4.0,6,25
92,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,ASUS ,ASUS TUF,Intel,Core i5,10th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,64990.0,16,4.5,442,3948
93,Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,52490.0,41,4.2,5,97
94,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-FR2508TU Laptop,HP ,HP Core,Intel,Core i3,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,43890.0,15,4.2,6,71
95,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,38990.0,35,4.3,5,44
